,beach_address,beach_name,country_state,country,latitude,longitude,postal_code,formatted_address,location_type,Img url
531,Beechford Tasmania AUSTRALIA,Beechford,Tasmania,AUSTRALIA,-41.0427253,146.9720846,7252,"Beechford TAS 7252, Australia",APPROXIMATE,
532,Cactus Beach near Ceduna South Australia AUSTRALIA,Cactus Beach,South Australia,AUSTRALIA,-32.0835003,132.982204,5690,"Cactus Beach, Penong SA 5690, Australia",APPROXIMATE,
533,Buddina Beach south of Noosa Queensland AUSTRALIA,Buddina Beach,Queensland,AUSTRALIA,-26.3864103,153.0923901,,,GEOMETRIC_CENTER,
534,Southport Queensland AUSTRALIA,Southport,Queensland,AUSTRALIA,-27.973794,153.4183144,4215,"Southport QLD 4215, Australia",APPROXIMATE,
535,Tallebudgera Queensland AUSTRALIA,Tallebudgera,Queensland,AUSTRALIA,-28.148889,153.418056,4228,"Tallebudgera QLD 4228, Australia",APPROXIMATE,
536,Near Moreton Island in Moreton Bay Queensland AUSTRALIA,Near Moreton Island in Moreton Bay,Queensland,AUSTRALIA,-27.0873207,153.4154233,,,APPROXIMATE,
539,Kingscliffe Beach south of Tweed Heads New South Wales AUSTRALIA,Kingscliffe Beach,New South Wales,AUSTRALIA,-28.2732826,153.5811643,Australia,"South Kingscliff Beach, Kingscliff NSW 2487, Australia",APPROXIMATE,
540,Sorrento Back Beach Victoria AUSTRALIA,Sorrento Back Beach,Victoria,AUSTRALIA,-38.346817,144.7283322,,,APPROXIMATE,Sorrento Back Beach
541,Caloundra Queensland AUSTRALIA,Caloundra,Queensland,AUSTRALIA,-26.799,153.133,4551,"Caloundra QLD 4551, Australia",APPROXIMATE,
542,Southport Bar Queensland AUSTRALIA,Southport Bar,Queensland,AUSTRALIA,-27.9674697,153.4163769,Australia,"SHOP 1035, LEVEL 1 AUSTRALIA FAIR SHOPPING CENTRE, Marine Parade, Southport QLD 4215, Australia",GEOMETRIC_CENTER,
543,Point Lowly north of Whyalla South Australia AUSTRALIA,Point Lowly,South Australia,AUSTRALIA,-32.999444,137.785278,5601,"Point Lowly SA 5601, Australia",APPROXIMATE,
544,Off Stradbroke Island Queensland AUSTRALIA,Off Stradbroke Island,Queensland,AUSTRALIA,-27.5323174,153.4626077,4183,"North Stradbroke Island, Queensland 4183, Australia",APPROXIMATE,
545,Harvey Bay Queensland AUSTRALIA,Harvey Bay,Queensland,AUSTRALIA,-25.2881539,152.7676633,4655,"Hervey Bay QLD 4655, Australia",APPROXIMATE,
547,Porpoise Pool Tweed Heads New South Wales AUSTRALIA,Porpoise Pool,New South Wales,AUSTRALIA,-28.170037,153.543026,Tweed Shire Council,"17/21 Wharf St, Tweed Heads NSW 2485, Australia",ROOFTOP,
548,Queenscliff Sydney New South Wales AUSTRALIA,Queenscliff,New South Wales,AUSTRALIA,-33.7825,151.284722,2096,"Queenscliff NSW 2096, Australia",APPROXIMATE,
549,Lookout Point Queensland AUSTRALIA,Lookout Point,Queensland,AUSTRALIA,-27.4346508,153.5304523,4183,"Point Lookout QLD 4183, Australia",APPROXIMATE,
550,Lennox Head Ballina New South Wales AUSTRALIA,Lennox Head,New South Wales,AUSTRALIA,-28.8,153.583333,2478,"Lennox Head NSW 2478, Australia",APPROXIMATE,
551,Fluted Cape Bruny Island Tasmania AUSTRALIA,Fluted Cape,Tasmania,AUSTRALIA,-43.3582342,147.3630217,7150,"Fluted Cape Walk, Tasmania 7150, Australia",GEOMETRIC_CENTER,
552,Maroochydore Queensland AUSTRALIA,Maroochydore,Queensland,AUSTRALIA,-26.65,153.1,4558,"Maroochydore QLD 4558, Australia",APPROXIMATE,
553,15 km north of Lancelin north of Perth Western Australia AUSTRALIA,15 km north of Lancelin,Western Australia,AUSTRALIA,-31.0454098,115.3532775,6044,"Lancelin WA 6044, Australia",APPROXIMATE,
554,Mornington Island Queensland AUSTRALIA,Mornington Island,Queensland,AUSTRALIA,-16.5174872,139.4059435,,,APPROXIMATE,
555,Southport Aquarium Queensland AUSTRALIA,Southport Aquarium,Queensland,AUSTRALIA,-27.9600602,153.4245922,4217,"Main Beach QLD 4217, Australia",GEOMETRIC_CENTER,
556,Point Sinclair Penong South Australia AUSTRALIA,(Point Sinclair) Penong,South Australia,AUSTRALIA,-32.1065199,132.97958,5690,"Point Sinclair, Penong SA 5690, Australia",APPROXIMATE,
557,Anglesea Victoria AUSTRALIA,Anglesea,Victoria,AUSTRALIA,-38.4096639,144.1825171,3230,"Anglesea VIC 3230, Australia",APPROXIMATE,Anglesea
558,Currumbin Rock Queensland AUSTRALIA,Currumbin Rock,Queensland,AUSTRALIA,-28.1333333,153.5,,,APPROXIMATE,
559,Coffin Bay South Australia AUSTRALIA,Coffin Bay,South Australia,AUSTRALIA,-34.6235585,135.4654638,5607,"Coffin Bay SA 5607, Australia",APPROXIMATE,
560,Geographe Bay Western Australia AUSTRALIA,Geographe Bay,Western Australia,AUSTRALIA,-33.625,115.3197222,,,APPROXIMATE,
561,Junpinpin off Stradbroke Island Queensland AUSTRALIA,Junpinpin,Queensland,AUSTRALIA,-27.7311776,153.4428803,Australia,"Jumpinpin Channel, North Stradbroke Island QLD 4183, Australia",APPROXIMATE,
563,Emu Channel Western Australia AUSTRALIA,Emu Channel,Western Australia,AUSTRALIA,-27.6728168,121.6283098,,,APPROXIMATE,
564,Swan River Western Australia AUSTRALIA,Swan River,Western Australia,AUSTRALIA,-31.8962877,115.9575018,,,APPROXIMATE,
565,Gin Arm Creek Queensland AUSTRALIA,Gin Arm Creek,Queensland,AUSTRALIA,-17.563459,139.4482028,,,APPROXIMATE,
566,Palm Cove Beach Queensland AUSTRALIA,Palm Cove Beach,Queensland,AUSTRALIA,-16.744428,145.6711359,Queensland,"111 Williams Esplanade, Palm Cove QLD 4879, Australia",ROOFTOP,
567,Point Lookout Stradbroke Island Queensland AUSTRALIA,Point Lookout,Queensland,AUSTRALIA,-27.4346508,153.5304523,4183,"Point Lookout QLD 4183, Australia",APPROXIMATE,
568,Palm Island Queensland AUSTRALIA,Palm Island,Queensland,AUSTRALIA,-18.6894285,146.5392256,,,APPROXIMATE,
570,Marineland Sydney New South Wales AUSTRALIA,Marineland,New South Wales,AUSTRALIA,-33.8695997,151.2021381,New South Wales,"1-5 Wheat Rd, Sydney NSW 2000, Australia",ROOFTOP,
571,Stevens Reef Queensland AUSTRALIA,Stevens Reef,Queensland,AUSTRALIA,-20.5833333,150.0833333,,,APPROXIMATE,
572,Tabourie Beach New South Wales AUSTRALIA,Tabourie Beach,New South Wales,AUSTRALIA,-35.4172592,150.4200146,City of Shoalhaven,"Wairo Beach Holiday Park, 425 Princes Hwy, Lake Tabourie NSW 2539, Australia",ROOFTOP,
573,Tasman Island Tasmania AUSTRALIA,Tasman Island,Tasmania,AUSTRALIA,-43.2381627,148.0023939,,,APPROXIMATE,
574,Pancake Creek Queensland AUSTRALIA,Pancake Creek,Queensland,AUSTRALIA,-20.9175738,142.7027956,,,APPROXIMATE,
576,Wellington Point Queensland AUSTRALIA,Wellington Point,Queensland,AUSTRALIA,-27.487,153.239,4160,"Wellington Point QLD 4160, Australia",APPROXIMATE,
577,Wilsons Promontory Waratah Bay Victoria AUSTRALIA,Wilson's Promontory,Victoria,AUSTRALIA,-38.9333333,146.3666667,Australia,"Wilsons Promontory, VIC 3960, Australia",APPROXIMATE,Wilson's Promontory
578,Elliots Cove Tasmania AUSTRALIA,Elliot's Cove,Tasmania,AUSTRALIA,-42.98,145.56,,,APPROXIMATE,
579,Smokey Cape New South Wales AUSTRALIA,Smokey Cape,New South Wales,AUSTRALIA,-30.9237156,153.0888272,Australia,"Smoky Cape, Arakoon NSW 2431, Australia",APPROXIMATE,
583,Manly Marineland Sydney New South Wales AUSTRALIA,Manly Marineland,New South Wales,AUSTRALIA,-33.8060158,151.2947775,,,APPROXIMATE,
584,Southport South Australia AUSTRALIA,Southport,South Australia,AUSTRALIA,-35.1577032,138.4688872,Australia,"Southport Beach, Port Noarlunga SA 5167, Australia",APPROXIMATE,
586,Swan River 13 miles upstream Western Australia AUSTRALIA,Swan River,Western Australia,AUSTRALIA,-31.8962877,115.9575018,,,APPROXIMATE,
588,Broomfield Reef Queensland AUSTRALIA,Broomfield Reef,Queensland,AUSTRALIA,-23.2670335,151.9353402,4805,"Broomfield Reef, Queensland 4805, Australia",APPROXIMATE,
590,Newcastle New South Wales AUSTRALIA,Newcastle,New South Wales,AUSTRALIA,-32.9282712,151.7816802,,,APPROXIMATE,
591,Taroona Tasmania AUSTRALIA,Taroona,Tasmania,AUSTRALIA,-42.948056,147.348889,7053,"Taroona TAS 7053, Australia",APPROXIMATE,
592,Cooktown Queensland AUSTRALIA,Cooktown,Queensland,AUSTRALIA,-15.4758164,145.2470981,4895,"Cooktown QLD 4895, Australia",APPROXIMATE,
593,Beecroft Head New South Wales AUSTRALIA,Beecroft Head,New South Wales,AUSTRALIA,-35.0135426,150.8493734,Australia,"Beecroft Head, Beecroft Peninsula NSW 2540, Australia",APPROXIMATE,
594,Port MacDonnel Victoria AUSTRALIA,Port MacDonnel,Victoria,AUSTRALIA,-38.0524957,140.7001924,South Australia,"40 Meylin St, Port Macdonnell SA 5291, Australia",ROOFTOP,Port MacDonnel
595,Marineland Aquarium Manley Sydney New South Wales AUSTRALIA,Marineland Aquarium,New South Wales,AUSTRALIA,-33.795355,151.285014,New South Wales,"3 Pittwater Rd, Manly NSW 2095, Australia",ROOFTOP,
596,Thistle Island South Australia AUSTRALIA,Thistle Island,South Australia,AUSTRALIA,-35.0380953,136.1804618,,,APPROXIMATE,
597,South Coast New South Wales AUSTRALIA,South Coast,New South Wales,AUSTRALIA,-36.6806101,149.6564494,,,APPROXIMATE,
598,Stockton Bight New South Wales AUSTRALIA,Stockton Bight,New South Wales,AUSTRALIA,-32.8054122,151.9608991,,,APPROXIMATE,
600,Cape Jervis South Australia AUSTRALIA,Cape Jervis,South Australia,AUSTRALIA,-35.6061701,138.1154046,5204,"Cape Jervis SA 5204, Australia",APPROXIMATE,
602,Cheviot Beach Portsea Port Phillip Bay Victoria AUSTRALIA,Cheviot Beach,Victoria,AUSTRALIA,-38.3136027,144.6676667,3944,"Portsea VIC 3944, Australia",GEOMETRIC_CENTER,Cheviot Beach
604,Surfers Paradise Queensland AUSTRALIA,Surfer's Paradise,Queensland,AUSTRALIA,-28,153.416667,4217,"Surfers Paradise QLD 4217, Australia",APPROXIMATE,
605,Jurien Bay Western Australia AUSTRALIA,Jurien Bay,Western Australia,AUSTRALIA,-30.2938314,115.1177654,6516,"Jurien Bay WA 6516, Australia",APPROXIMATE,
606,Jervis Bay New South Wales AUSTRALIA,Jervis Bay,New South Wales,AUSTRALIA,-35.0480805,150.7446771,,,APPROXIMATE,
607,Outer Harbor South Australia AUSTRALIA,Outer Harbor,South Australia,AUSTRALIA,-34.781,138.501,,,APPROXIMATE,
609,Dover Heights Sydney New South Wales AUSTRALIA,Dover Heights,New South Wales,AUSTRALIA,-33.87185,151.27837,2030,"Dover Heights NSW 2030, Australia",APPROXIMATE,
610,Goolwa Victoria AUSTRALIA,Goolwa,Victoria,AUSTRALIA,-35.4980286,138.7783094,5214,"Goolwa SA 5214, Australia",APPROXIMATE,Goolwa
611,Piccaninny Point 10 miles from Bicheno Tasmania AUSTRALIA,Piccaninny Point,Tasmania,AUSTRALIA,-41.8522419,148.2596683,7215,"Bicheno TAS 7215, Australia",APPROXIMATE,
613,Trial Bay New South Wales AUSTRALIA,Trial Bay,New South Wales,AUSTRALIA,-30.879986,153.0576088,,,APPROXIMATE,
614,Coogee New South Wales AUSTRALIA,Coogee,New South Wales,AUSTRALIA,-33.919,151.2555,2034,"Coogee NSW 2034, Australia",APPROXIMATE,
615,Broomfield Island Queensland AUSTRALIA,Broomfield Island,Queensland,AUSTRALIA,-26.9601877,149.0840869,Australia,"Yalebone State Forest 1, Noorindoo QLD 4417, Australia",GEOMETRIC_CENTER,
616,Little Beach Reef Bremer Bay Western Australia AUSTRALIA,Little Beach Reef,Western Australia,AUSTRALIA,-34.4650904,119.0936263,Australia,"Reef Beach, Bremer Bay WA 6338, Australia",APPROXIMATE,
618,Roe Reef off Rottnest Island Western Australia AUSTRALIA,Roe Reef off Rottnest Island,Western Australia,AUSTRALIA,-31.9791667,115.5333333,,,APPROXIMATE,
620,Bellingen New South Wales AUSTRALIA,Bellingen,New South Wales,AUSTRALIA,-30.4522423,152.8979566,2454,"Bellingen NSW 2454, Australia",APPROXIMATE,
621,Botany Bay Sydney New South Wales AUSTRALIA,Botany Bay,New South Wales,AUSTRALIA,-33.9930374,151.175278,,,APPROXIMATE,
623,Coledale Beach New South Wales AUSTRALIA,Coledale Beach,New South Wales,AUSTRALIA,-34.2876337,150.9490069,Australia,"Coledale Beach, Coledale NSW 2515, Australia",APPROXIMATE,
624,Bellambi New South Wales AUSTRALIA,Bellambi,New South Wales,AUSTRALIA,-34.366667,150.916667,2518,"Bellambi NSW 2518, Australia",APPROXIMATE,
625,Woodman Point Western Australia AUSTRALIA,Woodman Point,Western Australia,AUSTRALIA,-32.129142,115.76663,City of Cockburn,"Discovery Parks - Woodman Point, 132 Cockburn Rd, Munster WA 6166, Australia",ROOFTOP,
626,Bathurst Reef Rottnest Island Western Australia AUSTRALIA,Bathurst Reef,Western Australia,AUSTRALIA,-31.9893569,115.5407453,6161,"Rottnest Island WA 6161, Australia",GEOMETRIC_CENTER,
628,Near Brisbane Queensland AUSTRALIA,Near Brisbane,Queensland,AUSTRALIA,-27.4697707,153.0251235,,,APPROXIMATE,
629,Oak Beach Queensland AUSTRALIA,Oak Beach,Queensland,AUSTRALIA,-16.591277,145.5191857,4877,"Oak Beach QLD 4877, Australia",APPROXIMATE,
630,East of Station Pier Port Melbourne Victoria AUSTRALIA,East of Station Pier,Victoria,AUSTRALIA,-37.8423661,144.9322126,Victoria,"6 Waterfront Pl, Port Melbourne VIC 3207, Australia",ROOFTOP,East of Station Pier
631,Port Jervis New South Wales AUSTRALIA,Port Jervis,New South Wales,AUSTRALIA,-35.0480805,150.7446771,,,APPROXIMATE,
632,Lady Julia Percy Island Victoria AUSTRALIA,Lady Julia Percy Island,Victoria,AUSTRALIA,-38.4160708,142.003766,,,APPROXIMATE,Lady Julia Percy Island
633,Fingal Beach near Tweed Heads Queensland AUSTRALIA,Fingal Beach,Queensland,AUSTRALIA,-28.2,153.5667,2487,"Fingal Head NSW 2487, Australia",APPROXIMATE,
634,North Solitary Island New South Wales AUSTRALIA,North Solitary Island,New South Wales,AUSTRALIA,-29.9294292,153.3914661,,,APPROXIMATE,
635,Avalon Beach near Mandurah 50 miles south of Perth Western Australia AUSTRALIA,Avalon Beach,Western Australia,AUSTRALIA,-32.5933864,115.6364088,Australia,"Westview Parade, Wannanup WA 6210, Australia",GEOMETRIC_CENTER,
636,Surfers Paradise Beach near Victor Harbour South Australia AUSTRALIA,Surfers Paradise Beach near Victor Harbour,South Australia,AUSTRALIA,-28,153.416667,4217,"Surfers Paradise QLD 4217, Australia",APPROXIMATE,
637,Brisbane Queensland AUSTRALIA,Brisbane,Queensland,AUSTRALIA,-27.4697707,153.0251235,,,APPROXIMATE,
638,Hamelin Bay Western Australia AUSTRALIA,Hamelin Bay,Western Australia,AUSTRALIA,-34.2283311,115.0559483,6288,"Hamelin Bay WA 6288, Australia",APPROXIMATE,
639,Metro coast Western Australia AUSTRALIA,Metro coast,Western Australia,AUSTRALIA,-31.7478596,115.7726817,Western Australia,"35 Kendrew Cres, Joondalup WA 6027, Australia",ROOFTOP,
640,Figtree Ledge Hervey Bay Queensland AUSTRALIA,Figtree Ledge,Queensland,AUSTRALIA,-25.2881539,152.7676633,4655,"Hervey Bay QLD 4655, Australia",APPROXIMATE,
641,Woolgoolga Coffs Harbour New South Wales AUSTRALIA,Woolgoolga,New South Wales,AUSTRALIA,-30.1130375,153.1837924,2456,"Woolgoolga NSW 2456, Australia",APPROXIMATE,
642,55 miles south of Adelaide South Australia AUSTRALIA,55 miles south of Adelaide,South Australia,AUSTRALIA,-34.9284989,138.6007456,,,APPROXIMATE,
643,Mermaid Beach Queensland AUSTRALIA,Mermaid Beach,Queensland,AUSTRALIA,-28.044,153.437,4218,"Mermaid Beach QLD 4218, Australia",APPROXIMATE,
644,Wanda Beach New South Wales AUSTRALIA,Wanda Beach,New South Wales,AUSTRALIA,-34.0423701,151.1631692,,,APPROXIMATE,
645,Clarence Head New South Wales AUSTRALIA,Clarence Head,New South Wales,AUSTRALIA,-29.43193,153.3653997,Australia,"Clarence Head, Yamba NSW 2464, Australia",APPROXIMATE,
646,Yallingup Western Australia AUSTRALIA,Yallingup,Western Australia,AUSTRALIA,-33.6726029,115.0308297,6282,"Yallingup WA 6282, Australia",APPROXIMATE,
647,Wombarra Beach near Austinmeer New South Wales AUSTRALIA,Wombarra Beach near Austinmeer,New South Wales,AUSTRALIA,-34.2794078,150.9559166,Australia,"Wombarra Beach, Wombarra NSW 2515, Australia",APPROXIMATE,
648,Sugarloaf Bay Middle Harbour Sydney New South Wales AUSTRALIA,Sugarloaf Bay,New South Wales,AUSTRALIA,-33.7831723,151.2231308,2087,"Sugarloaf Bay, New South Wales 2087, Australia",APPROXIMATE,
650,Off Franklin Island between Streaky Bay & Ceduna South Australia AUSTRALIA,Off Franklin Island between Streaky Bay & Ceduna,South Australia,AUSTRALIA,-32.797222,134.211111,5680,"Streaky Bay SA 5680, Australia",APPROXIMATE,
651,Carrickalinga Head South Australia AUSTRALIA,Carrickalinga Head,South Australia,AUSTRALIA,-35.4283519,138.3308642,5204,"Carrickalinga SA 5204, Australia",APPROXIMATE,
653,Townsville Queensland AUSTRALIA,Townsville,Queensland,AUSTRALIA,-19.2589635,146.8169483,4810,"Townsville QLD 4810, Australia",APPROXIMATE,
654,Off Kisma New South Wales AUSTRALIA,Off Kisma,New South Wales,AUSTRALIA,-34.6738221,150.8443706,2533,"Kiama NSW 2533, Australia",APPROXIMATE,
655,Port Phillip Bay South Australia AUSTRALIA,Port Phillip Bay,South Australia,AUSTRALIA,-38.173206,144.8731219,,,APPROXIMATE,
656,Emu Point Western Australia AUSTRALIA,Emu Point,Western Australia,AUSTRALIA,-34.9977653,117.9383683,6330,"Emu Point WA 6330, Australia",APPROXIMATE,
658,Norah Head New South Wales AUSTRALIA,Norah Head,New South Wales,AUSTRALIA,-33.2815439,151.5791475,Australia,"Norah Head, NSW 2263, Australia",APPROXIMATE,
659,Between Smith’s Rock & Moreton Island Queensland AUSTRALIA,Between Smith’s Rock & Moreton Island,Queensland,AUSTRALIA,-27.178901,153.3730896,4025,"Tangalooma, Moreton Island QLD 4025, Australia",GEOMETRIC_CENTER,
661,Cronulla New South Wales AUSTRALIA,Cronulla,New South Wales,AUSTRALIA,-34.05744,151.15219,2230,"Cronulla NSW 2230, Australia",APPROXIMATE,
662,Long Reef North Manly New South Wales AUSTRALIA,Long Reef,New South Wales,AUSTRALIA,-33.7419539,151.3170694,2097,"Unnamed Road, Collaroy NSW 2097, Australia",GEOMETRIC_CENTER,
664,Marino South Australia AUSTRALIA,Marino,South Australia,AUSTRALIA,-35.0497245,138.5162223,5049,"Marino SA 5049, Australia",APPROXIMATE,
666,Lake Illawarra New South Wales AUSTRALIA,Lake Illawarra,New South Wales,AUSTRALIA,-34.541667,150.858333,2528,"Lake Illawarra NSW 2528, Australia",APPROXIMATE,
667,Dicky Beach Queensland AUSTRALIA,Dicky Beach,Queensland,AUSTRALIA,-26.783,153.133,4551,"Dicky Beach QLD 4551, Australia",APPROXIMATE,
669,Seaspray near Sale New South Wales AUSTRALIA,Seaspray,New South Wales,AUSTRALIA,-38.2936345,147.1467693,3851,"Seaspray VIC 3851, Australia",APPROXIMATE,
670,Dangerous Reef South Australia AUSTRALIA,Dangerous Reef,South Australia,AUSTRALIA,-34.8166667,136.2291667,,,APPROXIMATE,
671,Lamberts Beach Mackay Queensland AUSTRALIA,Lambert's Beach,Queensland,AUSTRALIA,-21.0743916,149.2282795,,,APPROXIMATE,
672,Lambert’s Beach Mackay Queensland AUSTRALIA,Lambert’s Beach,Queensland,AUSTRALIA,-21.0743916,149.2282795,,,APPROXIMATE,
673,North of main swimming area in Watermans Bay Beach Perth Western Australia AUSTRALIA,North of main swimming area in Waterman's Bay Beach,Western Australia,AUSTRALIA,-31.8517249,115.7510656,Western Australia,"Watermans Bay Beach, W Coast Dr, Watermans Bay WA 6020, Australia",GEOMETRIC_CENTER,
674,Cowell South Australia AUSTRALIA,Cowell,South Australia,AUSTRALIA,-33.683333,136.916667,5602,"Cowell SA 5602, Australia",APPROXIMATE,
675,Noosa Heads Queensland AUSTRALIA,Noosa Heads,Queensland,AUSTRALIA,-26.398,153.093,4567,"Noosa Heads QLD 4567, Australia",APPROXIMATE,
676,Broome Western Australia AUSTRALIA,Broome,Western Australia,AUSTRALIA,-17.9644291,122.2303657,6725,"Broome WA 6725, Australia",APPROXIMATE,
677,Cape Moreton Queensland AUSTRALIA,Cape Moreton,Queensland,AUSTRALIA,-27.0333333,153.4666667,,,APPROXIMATE,
678,Quinn’s Rocks south of Yanchep Western Australia AUSTRALIA,Quinn’s Rocks,Western Australia,AUSTRALIA,-31.6605175,115.6959328,6030,"Quinns Rocks WA 6030, Australia",APPROXIMATE,
679,Trial Bay north of Kempsey New South Wales AUSTRALIA,Trial Bay,New South Wales,AUSTRALIA,-30.879986,153.0576088,,,APPROXIMATE,
680,Otford New South Wales AUSTRALIA,Otford,New South Wales,AUSTRALIA,-34.216667,151,2508,"Otford NSW 2508, Australia",APPROXIMATE,
681,10 miles off Nambucca Heads onboard trawler New South Wales AUSTRALIA,10 miles off Nambucca Heads onboard trawler,New South Wales,AUSTRALIA,-30.6419702,152.9978834,2448,"Nambucca Heads NSW 2448, Australia",APPROXIMATE,
682,Flinders Island Victoria AUSTRALIA,Flinders Island,Victoria,AUSTRALIA,-37.908132,145.101076,Victoria,"34 Hamilton St, Oakleigh VIC 3166, Australia",ROOFTOP,Flinders Island
684,Glenelg Breakwater South Australia AUSTRALIA,Glenelg Breakwater,South Australia,AUSTRALIA,-34.982,138.516,5045,"Glenelg SA 5045, Australia",APPROXIMATE,
685,Lady Beach at Warrnambool Victoria AUSTRALIA,Lady Beach at Warrnambool,Victoria,AUSTRALIA,-38.3974833,142.4726155,Australia,"Worm Bay Rd, Warrnambool VIC 3280, Australia",GEOMETRIC_CENTER,Lady Beach
686,Shark Bay Western Australia AUSTRALIA,Shark Bay,Western Australia,AUSTRALIA,-25.7834193,113.2987712,,,APPROXIMATE,
687,Aldinga Beach South Australia AUSTRALIA,Aldinga Beach,South Australia,AUSTRALIA,-35.281,138.454,5173,"Aldinga Beach SA 5173, Australia",APPROXIMATE,
688,Mount Martha Beach Victoria AUSTRALIA,Mount Martha Beach,Victoria,AUSTRALIA,-38.2637496,145.0158385,Australia,"Mount Martha Beach North, Mount Martha VIC 3934, Australia",APPROXIMATE,Mount Martha Beach
689,Carnac Island Western Australia AUSTRALIA,Carnac Island,Western Australia,AUSTRALIA,-32.1209579,115.6620901,,,APPROXIMATE,
690,Cook Island New South Wales AUSTRALIA,Cook Island,New South Wales,AUSTRALIA,-28.1958731,153.578029,,,APPROXIMATE,
691,Off Tasman Island Tasmania AUSTRALIA,Off Tasman Island,Tasmania,AUSTRALIA,-43.2381627,148.0023939,,,APPROXIMATE,
692,South coast New South Wales AUSTRALIA,South coast,New South Wales,AUSTRALIA,-36.6806101,149.6564494,,,APPROXIMATE,
694,College’s Crossing 54 miles above mouth of the Brisbane River Queensland AUSTRALIA,College’s Crossing,Queensland,AUSTRALIA,-26.8951068,152.318608,,,APPROXIMATE,
695,Colledges Crossing Brisbane River Queensland AUSTRALIA,Colledge's Crossing,Queensland,AUSTRALIA,-27.5568063,152.8026742,Australia,"Mount Crosby Rd, Chuwar QLD 4306, Australia",GEOMETRIC_CENTER,
696,Black’s Beach 9 miles north of Mackay Queensland AUSTRALIA,Black’s Beach,Queensland,AUSTRALIA,-21.062778,149.1875,4740,"Blacks Beach QLD 4740, Australia",APPROXIMATE,
697,Scott’s Point Redcliffe Peninsula Queensland AUSTRALIA,Scott’s Point,Queensland,AUSTRALIA,-27.2521951,153.10984,,,APPROXIMATE,
699,North Head New South Wales AUSTRALIA,North Head,New South Wales,AUSTRALIA,-33.8332187,151.2804258,Australia,"Sydney Heads, Watsons Bay NSW 2030, Australia",APPROXIMATE,
700,Frenchman Bay Western Australia AUSTRALIA,Frenchman Bay,Western Australia,AUSTRALIA,-35.0943154,117.9496472,6330,"Frenchman Bay WA 6330, Australia",APPROXIMATE,
702,Horseshoe Bay near Kempsey New South Wales AUSTRALIA,Horseshoe Bay,New South Wales,AUSTRALIA,-30.8840947,153.039412,Kempsey Shire Council,"Horseshoe Bay Holiday Park, 1 Livingstone St, South West Rocks NSW 2431, Australia",ROOFTOP,
704,Canadian Bay near Mount Eliza Victoria AUSTRALIA,Canadian Bay near Mount Eliza,Victoria,AUSTRALIA,-38.191611,145.0954656,Australia,"Canadian Bay Rd, Mount Eliza VIC 3930, Australia",GEOMETRIC_CENTER,Canadian Bay near Mount Eliza
705,Off Broughton Island near Port Stephens New South Wales AUSTRALIA,Off Broughton Island near Port Stephens,New South Wales,AUSTRALIA,-32.6157855,152.3139827,,,APPROXIMATE,
706,Hog Bay South Australia AUSTRALIA,Hog Bay,South Australia,AUSTRALIA,-35.7189386,137.9434671,,,APPROXIMATE,
707,Ralph Bay Tasmania AUSTRALIA,Ralph Bay,Tasmania,AUSTRALIA,-42.97,147.43,,,APPROXIMATE,
708,Near Bondi Beach New South Wales AUSTRALIA,Near Bondi Beach,New South Wales,AUSTRALIA,-33.8914755,151.2766845,Australia,"Bondi Beach, NSW 2026, Australia",APPROXIMATE,
709,Wattamolla National Park New South Wales AUSTRALIA,Wattamolla National Park,New South Wales,AUSTRALIA,-34.0750773,151.0566579,Australia,"Royal National Park, Sir Bertram Stevens Dr, Royal National Park NSW 2233, Australia",GEOMETRIC_CENTER,
710,Millicent South Australia AUSTRALIA,Millicent,South Australia,AUSTRALIA,-37.6050244,140.3593062,5280,"Millicent SA 5280, Australia",APPROXIMATE,
711,Just below Roseville Bridge opposite Killarney picnic reserve Middle Harbor Sydney New South Wales AUSTRALIA,Just below Roseville Bridge,New South Wales,AUSTRALIA,-33.7730449,151.2037718,New South Wales,"Roseville Bridge, Warringah Rd, Roseville Chase NSW 2069, Australia",GEOMETRIC_CENTER,
713,Eaglehawk Neck Tasmania AUSTRALIA,Eaglehawk Neck,Tasmania,AUSTRALIA,-43.0197222,147.925,Australia,"Eaglehawk Neck, TAS 7179, Australia",APPROXIMATE,
714,Scotts Point Beach Queensland AUSTRALIA,Scotts Point Beach,Queensland,AUSTRALIA,-27.2521951,153.10984,,,APPROXIMATE,
715,Leichardt Sydney New South Wales AUSTRALIA,Leichardt,New South Wales,AUSTRALIA,-33.8837222,151.157028,2040,"Leichhardt NSW 2040, Australia",APPROXIMATE,
716,Off Wynnum in Moreton Bay near Brisbane Queensland AUSTRALIA,Off Wynnum in Moreton Bay,Queensland,AUSTRALIA,-27.443694,153.173618,4178,"Wynnum QLD 4178, Australia",APPROXIMATE,
717,Altona Melbourne Victoria AUSTRALIA,Altona,Victoria,AUSTRALIA,-37.8631512,144.8120218,3018,"Altona VIC 3018, Australia",APPROXIMATE,Altona
718,Laura Bay South Australia AUSTRALIA,Laura Bay,South Australia,AUSTRALIA,-32.2280904,133.8319968,5680,"Laura Bay SA 5680, Australia",APPROXIMATE,
