hospital_name,hospital_address,state,peer_group,hospital_type,interval,time_period,resuscitation_cohort_percent_patient_seen_on_time,emergency_cohort_percent_patient_seen_on_time,urgent_cohort_percent_patient_seen_on_time,semi_urgent_cohort_percent_patient_seen_on_time,non_urgent_cohort_percent_patient_seen_on_time,hospital_latitude,hospital_longitude,hospital_location_type,hospital_postal_code,hospital_formatted_address,hospital_place_id
"Wimmera Base Hospital [Horsham] Hospital,","Wimmera Base Hospital [Horsham] Hospital, Victoria, Australia",Victoria,100%,Hospital,FY,2018–19,100,64,62,71,91,-36.7125503,142.208812,ROOFTOP,Victoria,"83 Baillie St, Horsham VIC 3400, Australia",ChIJs6c1N0NFzmoRDPNKhrphDr8
"Wimmera Health Care Group Hospital,","Wimmera Health Care Group Hospital, Victoria, Australia",Victoria,Not peered,Local hospital network,FY,2018–19,100,64,62,71,91,-36.7125503,142.208812,ROOFTOP,Victoria,"83 Baillie St, Horsham VIC 3400, Australia",ChIJs6c1N0NFzmoRDPNKhrphDr8
"Bundaberg Base Hospital Hospital,","Bundaberg Base Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,99,74,71,65,83,-24.869324,152.3357948,ROOFTOP,Queensland,"271 Bourbong St, Bundaberg Central QLD 4670, Australia",ChIJy7aFd0G562sRkMNgYvLuAA8
"Caboolture Hospital Hospital,","Caboolture Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,91,57,69,91,-27.0801972,152.9636566,ROOFTOP,Queensland,"120 McKean St, Caboolture QLD 4510, Australia",ChIJ-yKKlbXzk2sRf9zXNKry1Jk
"Cairns and Hinterland Hospital,","Cairns and Hinterland Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,76,79,81,94,-16.9119474,145.7685935,ROOFTOP,Queensland,"165 Esplanade, Cairns North QLD 4870, Australia",ChIJ7TJSLoZmeGkRllDWyUq9Yb4
"Cairns Hospital Hospital,","Cairns Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,76,79,81,94,-16.91244,145.768365,ROOFTOP,Queensland,"165 Esplanade, Cairns City QLD 4870, Australia",ChIJRb2WJIZmeGkRTbQ47gE_ChQ
"Central Queensland Hospital,","Central Queensland Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,99,83,79,88,98,-24.120137,148.0850386,ROOFTOP,Queensland,"21 Woodbine St, Springsure QLD 4722, Australia",ChIJzQqFCBeMyGsRqzxbT0ATCCM
"Children's Health Queensland Hospital,","Children's Health Queensland Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,87,64,75,94,-27.4839778,153.0265697,ROOFTOP,Queensland,"501 Stanley St, South Brisbane QLD 4101, Australia",ChIJJaBgXeRZkWsRWhWfHqf7wGo
"Darling Downs Hospital,","Darling Downs Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,85,65,75,88,-27.5260992,151.9343647,GEOMETRIC_CENTER,Australia,"Tor St &, Hogg St, Toowoomba City QLD 4350, Australia",ChIJJ9e_bhtakWsR9ZLrkzevjpg
"Gladstone Hospital Hospital,","Gladstone Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,84,83,89,98,-23.8505761,151.2485947,GEOMETRIC_CENTER,Australia,"Park St, West Gladstone QLD 4680, Australia",ChIJjeDUOo50wmsRoMNgYvLuAA8
"Gold Coast Hospital,","Gold Coast Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,55,47,69,90,-27.9595695,153.3817795,ROOFTOP,Queensland,"1 Hospital Blvd, Southport QLD 4215, Australia",ChIJFRTLXfEPkWsRbjksGr4PSJc
"Gold Coast University Hospital Hospital,","Gold Coast University Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,49,44,65,89,-27.9595695,153.3817795,ROOFTOP,Queensland,"1 Hospital Blvd, Southport QLD 4215, Australia",ChIJFRTLXfEPkWsRbjksGr4PSJc
"Gympie Hospital Hospital,","Gympie Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,77,65,77,96,-26.1848318,152.6584707,ROOFTOP,Queensland,"12 Henry St, Gympie QLD 4570, Australia",ChIJw5sXAkOjlGsRj0W9C2D5A34
"Hervey Bay Hospital Hospital,","Hervey Bay Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,87,72,75,92,-25.2986132,152.8210861,GEOMETRIC_CENTER,Australia,"Cnr Nissen Street &, Urraween Rd, Pialba QLD 4655, Australia",ChIJ06e1AyZ-62sRYMNgYvLuAA8
"Ipswich Hospital Hospital,","Ipswich Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,62,46,61,85,-27.6193589,152.759027,GEOMETRIC_CENTER,Australia,"Chelmsford Ave, Ipswich QLD 4305, Australia",ChIJ1d0U1Uu0lmsR2QYDGpTQoso
"Logan Hospital Hospital,","Logan Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,59,54,64,83,-27.6692775,153.1402715,GEOMETRIC_CENTER,4131,"Logan Hospital, Armstrong Rd & Loganlea Rd, Meadowbrook QLD 4131, Australia",ChIJq0HyA2VBkWsRW_VOWxDwkNk
"Mackay Hospital,","Mackay Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,92,64,75,95,-21.1464047,149.1554981,ROOFTOP,Queensland,"475 Bridge Rd, Mackay QLD 4740, Australia",ChIJqWjgl5zT22sRwMJgYvLuAA8
"Mackay Base Hospital Hospital,","Mackay Base Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,92,64,75,95,-21.1464047,149.1554981,ROOFTOP,Queensland,"475 Bridge Rd, Mackay QLD 4740, Australia",ChIJqWjgl5zT22sRwMJgYvLuAA8
"Maryborough Hospital Hospital,","Maryborough Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,85,75,76,93,-25.5222824,152.690234,GEOMETRIC_CENTER,Australia,"Walker St, Maryborough QLD 4650, Australia",ChIJSY3EbP5m62sR9sZHimVntIY
"Mater Adult Hospital Hospital,","Mater Adult Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,66,48,64,87,-27.4854396,153.0277817,ROOFTOP,Queensland,"Mater Hospital Brisbane, Raymond Terrace, South Brisbane QLD 4101, Australia",ChIJ2T8QxhJakWsRXmrjCJwig5o
"Metro North (Qld) Hospital,","Metro North (Qld) Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,78,60,77,95,-27.449269,153.028615,ROOFTOP,Brisbane City,"Royal Brisbane and Women's Hospital, 7 Butterfield St, Herston QLD 4029, Australia",ChIJMfrsPO9ZkWsRmCYsrNNsXMQ
"Metro South (Qld) Hospital,","Metro South (Qld) Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,66,58,72,91,-27.5726798,153.0924064,ROOFTOP,Queensland,"Building 5 Garden City Office Park, 2404 Logan Rd, Eight Mile Plains QLD 4113, Australia",ChIJ0ztT37BEkWsRhnou1mesXvE
"Mount Isa Base Hospital Hospital,","Mount Isa Base Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,96,82,77,94,-20.730655,139.4931492,ROOFTOP,Queensland,"30 Camooweal St, Mount Isa QLD 4825, Australia",ChIJQYIKHPlSFmoRcMJgYvLuAA8
"Nambour General Hospital Hospital,","Nambour General Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,82,69,84,96,-26.6209875,152.9520074,GEOMETRIC_CENTER,4560,"Hospital Road, Nambour QLD 4560, Australia",ChIJWdk2WR15k2sRpNxhMQYzn2I
"North West (Qld) Hospital,","North West (Qld) Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,96,82,77,94,-27.3991501,153.0649631,ROOFTOP,Queensland,"10 Nellie St, Nundah QLD 4012, Australia",ChIJN7THqYlYkWsRA72M1VFp4Zc
"Princess Alexandra Hospital Hospital,","Princess Alexandra Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,69,67,87,98,-27.4990274,153.0332192,ROOFTOP,Queensland,"199 Ipswich Rd, Woolloongabba QLD 4102, Australia",ChIJ09OyUYtbkWsR4h5X4GbiQHg
"Queen Elizabeth II Jubilee Hospital Hospital,","Queen Elizabeth II Jubilee Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,96,81,59,78,95,-27.5597864,153.0498881,GEOMETRIC_CENTER,4108,"Troughton Rd & Kessels Rd, Coopers Plains QLD 4108, Australia",ChIJi-rzCjJFkWsRqd5WPimet-s
"Queensland Hospital,","Queensland Hospital, Queensland, Australia",Queensland,100%,State,FY,2018–19,100,72,61,75,93,-24.120137,148.0850386,ROOFTOP,Queensland,"21 Woodbine St, Springsure QLD 4722, Australia",ChIJzQqFCBeMyGsRqzxbT0ATCCM
"Queensland Children's Hospital Hospital,","Queensland Children's Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,87,64,75,94,-27.4839778,153.0265697,ROOFTOP,Queensland,"501 Stanley St, South Brisbane QLD 4101, Australia",ChIJJaBgXeRZkWsRWhWfHqf7wGo
"Redcliffe Hospital Hospital,","Redcliffe Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,98,84,48,60,86,-27.2279451,153.1048666,GEOMETRIC_CENTER,4020,"Anzac Avenue, Redcliffe QLD 4020, Australia",ChIJfUFdYvzlk2sRoKsg11ujAg8
"Redland Hospital Hospital,","Redland Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,98,63,54,65,87,-27.5404541,153.2520892,GEOMETRIC_CENTER,Australia,"Weippin St, Cleveland QLD 4163, Australia",ChIJCTPhXuJmkWsRnTq1w2iIqgk
"Robina Hospital Hospital,","Robina Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,68,52,74,91,-28.0711052,153.3759641,ROOFTOP,Queensland,"2 Bayberry Ln, Robina QLD 4226, Australia",ChIJjYQcSbockWsR_nSEc88ApwM
"Rockhampton Hospital Hospital,","Rockhampton Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,99,82,77,87,98,-23.379618,150.4944974,GEOMETRIC_CENTER,Australia,"Canning St, Rockhampton QLD 4700, Australia",ChIJP_HPYqkAw2sR4MJgYvLuAA8
"Royal Brisbane & Women's Hospital Hospital,","Royal Brisbane & Women's Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,67,72,88,97,-27.4469767,153.0284688,GEOMETRIC_CENTER,Australia,"Butterfield St, Herston QLD 4029, Australia",ChIJV06QB-tZkWsRxeZ5sis287s
"Sunshine Coast Hospital,","Sunshine Coast Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,69,61,78,95,-26.7468526,153.1137558,ROOFTOP,Queensland,"6 Doherty St, Birtinya QLD 4575, Australia",ChIJmxDYJ4Gek2sRksfsJsmIH3A
"Sunshine Coast University Hospital Hospital,","Sunshine Coast University Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,62,57,75,94,-26.7468526,153.1137558,ROOFTOP,Queensland,"6 Doherty St, Birtinya QLD 4575, Australia",ChIJmxDYJ4Gek2sRksfsJsmIH3A
"The Prince Charles Hospital Hospital,","The Prince Charles Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,75,61,83,96,-27.3903934,153.0232891,ROOFTOP,Queensland,"627 Rode Rd, Chermside QLD 4032, Australia",ChIJxyULMfRXkWsRVq9o7Ao0cBc
"The Townsville Hospital Hospital,","The Townsville Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,71,70,79,96,-19.3206881,146.7623348,ROOFTOP,Queensland,"100 Angus Smith Dr, Douglas QLD 4814, Australia",ChIJKVECX2r61WsRk4htqlLvEus
"Toowoomba Hospital Hospital,","Toowoomba Hospital Hospital, Queensland, Australia",Queensland,100%,Hospital,FY,2018–19,100,85,65,75,88,-27.5698357,151.9442798,ROOFTOP,Queensland,"154 West St, South Toowoomba QLD 4350, Australia",ChIJ4eC5mHpclmsR5xxToOwfRBc
"Townsville Hospital,","Townsville Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,71,70,79,96,-19.3206881,146.7623348,ROOFTOP,Queensland,"100 Angus Smith Dr, Douglas QLD 4814, Australia",ChIJKVECX2r61WsRk4htqlLvEus
"West Moreton Hospital,","West Moreton Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,62,46,61,85,-27.61263,152.760875,ROOFTOP,Queensland,"21 Bell St, Ipswich QLD 4305, Australia",ChIJtQ6rbUa0lmsRIuqfTNwUkXQ
"Wide Bay Hospital,","Wide Bay Hospital, Queensland, Australia",Queensland,Not peered,Local hospital network,FY,2018–19,100,82,72,71,87,-25.2986132,152.8210861,GEOMETRIC_CENTER,Australia,"Cnr Nissen Street &, Urraween Rd, Pialba QLD 4655, Australia",ChIJ06e1AyZ-62sRYMNgYvLuAA8
"Central Adelaide Hospital,","Central Adelaide Hospital, South Australia, Australia",South Australia,Not peered,Local hospital network,FY,2018–19,100,47,41,60,86,-34.9209375,138.5871711,GEOMETRIC_CENTER,Australia,"Port Rd, Adelaide SA 5000, Australia",ChIJ_XHhapMwt2oRT7m6F-8sqxc
"Country Health SA Hospital,","Country Health SA Hospital, South Australia, Australia",South Australia,Not peered,Local hospital network,FY,2018–19,100,92,89,90,96,-34.922416,138.599886,ROOFTOP,Adelaide,"2, NAB Building, 22 King William St, Adelaide SA 5000, Australia",ChIJE-U1DtbOsGoRXUismCCN1yk
"Flinders Medical Centre Hospital,","Flinders Medical Centre Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,64,49,72,91,-35.0205257,138.5689093,GEOMETRIC_CENTER,Australia,"Flinders Dr, Bedford Park SA 5042, Australia",ChIJzVv5gY_QsGoRdwRUNZi0VZ0
"Gawler Health Service Hospital,","Gawler Health Service Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,95,96,98,99,-34.593414,138.755172,ROOFTOP,South Australia,"21 Hutchinson Rd, Gawler East SA 5118, Australia",ChIJh_gnzrX_uWoRqfd9jWWjp38
"Lyell McEwin Hospital Hospital,","Lyell McEwin Hospital Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,61,38,45,81,-34.7474522,138.6645671,GEOMETRIC_CENTER,Australia,"Haydown Rd, Elizabeth Vale SA 5112, Australia",ChIJEzkGG0SysGoRIA-5RVU2Aw8
"Modbury Hospital Hospital,","Modbury Hospital Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,32,30,48,84,-34.8338688,138.6905337,GEOMETRIC_CENTER,Australia,"Smart Rd, Modbury SA 5092, Australia",ChIJF8lKx--0sGoRvTCEA4Gjpzw
"Mount Gambier and Districts Health Service Hospital,","Mount Gambier and Districts Health Service Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,85,82,79,91,-37.8053545,140.7861696,ROOFTOP,City of Mount Gambier,"276/300 Wehl St N, Mount Gambier SA 5290, Australia",ChIJ2boYGf8lnqoR0BC5RVU2Aw8
"Noarlunga Hospital Hospital,","Noarlunga Hospital Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,55,34,61,91,-35.1393882,138.5001603,GEOMETRIC_CENTER,Australia,"Alexander Kelly Dr, Noarlunga Centre SA 5168, Australia",ChIJE5wJt-cmsWoREJg5GG99eg8
"Northern Adelaide Hospital,","Northern Adelaide Hospital, South Australia, Australia",South Australia,Not peered,Local hospital network,FY,2018–19,100,53,35,47,82,-34.9209375,138.5871711,GEOMETRIC_CENTER,Australia,"Port Rd, Adelaide SA 5000, Australia",ChIJ_XHhapMwt2oRT7m6F-8sqxc
"Port Augusta Hospital and Regional Health Services Hospital,","Port Augusta Hospital and Regional Health Services Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,97,82,83,95,-32.510063,137.7758894,ROOFTOP,South Australia,"71 Hospital Rd, Port Augusta SA 5700, Australia",ChIJBzJsIbLgvGoRiUnBVHJaxwg
"Port Lincoln Health Service Hospital,","Port Lincoln Health Service Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,99,99,96,99,-34.7239515,135.8502162,GEOMETRIC_CENTER,Australia,"Oxford Terrace, Port Lincoln SA 5606, Australia",ChIJKcddxMPDq2oR4A25RVU2Aw8
"Port Pirie Regional Health Service Hospital,","Port Pirie Regional Health Service Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,94,90,84,94,-33.1778582,138.003765,GEOMETRIC_CENTER,5540,"The Terrace & Alexander Street, Port Pirie SA 5540, Australia",ChIJmZdOJp9-u2oRJkCLlYV76LY
"Riverland General Hospital Hospital,","Riverland General Hospital Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,99,100,100,100,-34.275592,140.6015027,ROOFTOP,South Australia,"10 Maddern Ave, Berri SA 5343, Australia",ChIJmVAB_s0ox2oRgA25RVU2Aw8
"Royal Adelaide Hospital Hospital,","Royal Adelaide Hospital Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,36,36,58,85,-34.922061,138.587854,GEOMETRIC_CENTER,Australia,"Stop Tram Royal Adelaide Hospital, Adelaide SA 5000, Australia",ChIJ5Xy5pTrPsGoRlWxqgo_Qdy8
"South Australia Hospital,","South Australia Hospital, South Australia, Australia",South Australia,100%,State,FY,2018–19,100,60,46,65,89,-34.9209375,138.5871711,GEOMETRIC_CENTER,Australia,"Port Rd, Adelaide SA 5000, Australia",ChIJ_XHhapMwt2oRT7m6F-8sqxc
"Southern Adelaide Hospital,","Southern Adelaide Hospital, South Australia, Australia",South Australia,Not peered,Local hospital network,FY,2018–19,100,62,45,67,91,-35.0203499,138.5694891,ROOFTOP,South Australia,"1 Flinders Dr, Bedford Park SA 5042, Australia",ChIJbVXIc4XQsGoR26-RlSw1UKs
"The Queen Elizabeth Hospital Hospital,","The Queen Elizabeth Hospital Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,71,51,62,86,-34.8837417,138.5330755,ROOFTOP,South Australia,"28 Woodville Rd, Woodville South SA 5011, Australia",ChIJMWNucHHGsGoRRv8LST0bOiA
"Whyalla Hospital and Health Services Hospital,","Whyalla Hospital and Health Services Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,91,88,92,98,-33.03412369999999,137.5773293,ROOFTOP,South Australia,"20 Wood Terrace, Whyalla SA 5600, Australia",ChIJH30ulMRQu2oRkb4iNZqYuiw
"Women's and Children's Health Network (SA) Hospital,","Women's and Children's Health Network (SA) Hospital, South Australia, Australia",South Australia,Not peered,Local hospital network,FY,2018–19,100,95,34,36,72,-34.9118961,138.5998892,ROOFTOP,South Australia,"72 King William Rd, North Adelaide SA 5006, Australia",ChIJoyKX2i1d1moRLu-W0tv3D5k
"Women's and Children's Hospital Hospital,","Women's and Children's Hospital Hospital, South Australia, Australia",South Australia,100%,Hospital,FY,2018–19,100,95,34,36,72,-34.9114646,138.6000405,ROOFTOP,South Australia,"72 King William Rd, North Adelaide SA 5006, Australia",ChIJRZ24wCnJsGoRZJl2VatZ_aQ
"Albany Hospital Hospital,","Albany Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,74,71,80,97,-35.0030124,117.903487,ROOFTOP,Western Australia,"30 Warden Ave, Spencer Park WA 6330, Australia",ChIJ2xlI9bYgOSoRAECJBzn2AA8
"Armadale-Kelmscott Memorial Hospital Hospital,","Armadale-Kelmscott Memorial Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,83,39,63,92,-32.1325017,116.0193191,GEOMETRIC_CENTER,Australia,"Albany Hwy, Armadale WA 6112, Australia",ChIJ6Zwej2eTMioRCDaiJjsF5x8
"Broome Hospital Hospital,","Broome Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,94,84,74,92,-17.9605118,122.2365469,GEOMETRIC_CENTER,Australia,"Robinson St, Broome WA 6725, Australia",ChIJD1OlqO4ueiwRgECJBzn2AA8
"Bunbury Hospital Hospital,","Bunbury Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,93,57,68,92,-33.3404356,115.6395561,ROOFTOP,Western Australia,"140 Spencer St, South Bunbury WA 6230, Australia",ChIJM1xAO20dLioR83CzemZ8ubg
"Busselton Health Campus Hospital,","Busselton Health Campus Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,79,77,85,98,-33.6545841,115.3204179,ROOFTOP,Western Australia,"4 Mill Rd, West Busselton WA 6280, Australia",ChIJ-QVRCQQ5LioRM6lJzhKKneo
"Carnarvon Hospital Hospital,","Carnarvon Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,73,81,87,96,-24.8872726,113.6586975,GEOMETRIC_CENTER,Australia,"Cleaver St, Carnarvon WA 6701, Australia",ChIJ1Vw4Ks_G4ysRifshRdicgkw
"Child Adolescent Health Service (WA) Hospital,","Child Adolescent Health Service (WA) Hospital, Western Australia, Australia",Western Australia,Not peered,Local hospital network,FY,2018–19,100,88,63,63,95,-31.9693284,115.8172065,ROOFTOP,Western Australia,"15 Hospital Ave, Nedlands WA 6009, Australia",ChIJnbOzI-OlMioR1qJG-bsbbKQ
"Derby Hospital Hospital,","Derby Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,94,81,89,97,-17.306183,123.6333405,GEOMETRIC_CENTER,Australia,"Clarendon St, Derby WA 6728, Australia",ChIJzVHoPhxQfCwRcEKJBzn2AA8
"East Metropolitan Health Service (WA) Hospital,","East Metropolitan Health Service (WA) Hospital, Western Australia, Australia",Western Australia,Not peered,Local hospital network,FY,2018–19,100,81,38,59,90,-31.9678894,115.8122991,ROOFTOP,Western Australia,"QEII Medical Centre, T Block, Nedlands WA 6009, Australia",ChIJB0Lot_2kMioRYX0Zbb44nf8
"Esperance Hospital Hospital,","Esperance Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,91,90,89,97,-33.8560109,121.8924543,GEOMETRIC_CENTER,Australia,"Hicks St, Esperance WA 6450, Australia",ChIJkwuo86g4WyoRAEGJBzn2AA8
"Fiona Stanley Hospital Hospital,","Fiona Stanley Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,69,24,49,85,-32.070223,115.8460302,ROOFTOP,Western Australia,"11 Robin Warren Dr, Murdoch WA 6150, Australia",ChIJT3CfWbGiMioR3ubPaF1V_lE
"Geraldton Hospital Hospital,","Geraldton Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,66,63,73,92,-28.7827032,114.6108061,ROOFTOP,Western Australia,"51-85 Shenton St, Geraldton WA 6530, Australia",ChIJj0gDbZlG2isRz1eZmQwI1dM
"Hedland Health Campus Hospital,","Hedland Health Campus Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,87,89,90,97,-20.4133184,118.5989128,ROOFTOP,Town of Port Hedland,"2/34 Colebatch Way, South Hedland WA 6722, Australia",ChIJT_srPzlK9SsRsjVvBE8psnE
"Joondalup Health Campus (Public) Hospital,","Joondalup Health Campus (Public) Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,77,36,52,83,-31.7387385,115.7713536,GEOMETRIC_CENTER,Australia,"Grand Blvd &, Shenton Ave, Joondalup WA 6027, Australia",ChIJRbOAWWhTzSsRBa6S_c66mVk
"Kalgoorlie Hospital Hospital,","Kalgoorlie Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,79,73,68,89,-30.7406435,121.4702471,ROOFTOP,Western Australia,"15 Piccadilly St, Kalgoorlie WA 6430, Australia",ChIJz_hQCr9nTSoREEKJBzn2AA8
"Karratha Health Campus Hospital,","Karratha Health Campus Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,87,89,81,90,-20.7325291,116.8408618,ROOFTOP,Western Australia,"62 Balmoral Rd, Karratha WA 6714, Australia",ChIJW-zxxCcV9isRiQf-J27Ymdg
"King Edward Memorial Hospital for Women Hospital,","King Edward Memorial Hospital for Women Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,84,65,64,90,-31.9498201,115.8191307,ROOFTOP,Western Australia,"374 Bagot Rd, Subiaco WA 6008, Australia",ChIJfcwQkxGlMioRF0n0KcEiIFE
"Kununurra Hospital Hospital,","Kununurra Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,83,90,93,97,-15.7752304,128.7341187,ROOFTOP,Western Australia,"96 Coolibah Dr, Kununurra WA 6743, Australia",ChIJwUsILIL0mSwRVjgN7p-gkh4
"Narrogin Hospital Hospital,","Narrogin Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,99,83,83,93,-32.9363783,117.1687171,GEOMETRIC_CENTER,Australia,"Williams Rd, Narrogin WA 6312, Australia",ChIJA3QD585SMSoRaRc6fyC7MU8
"Nickol Bay Hospital Hospital,","Nickol Bay Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,90,87,84,93,-20.7325291,116.8408618,ROOFTOP,Western Australia,"62 Balmoral Rd, Karratha WA 6714, Australia",ChIJW-zxxCcV9isRiQf-J27Ymdg
"North Metropolitan Health Service (WA) Hospital,","North Metropolitan Health Service (WA) Hospital, Western Australia, Australia",Western Australia,Not peered,Local hospital network,FY,2018–19,100,76,45,56,84,-31.9678894,115.8122991,ROOFTOP,Western Australia,"QEII Medical Centre, T Block, Nedlands WA 6009, Australia",ChIJB0Lot_2kMioRYX0Zbb44nf8
"Northam Hospital Hospital,","Northam Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,85,76,78,96,-31.6492419,116.6571775,GEOMETRIC_CENTER,Western Australia,"50 Robinson St, Northam WA 6401, Australia",ChIJZ3y6HdUzMyoRrFVS3QBh1Cg
"Peel Health Campus Hospital,","Peel Health Campus Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,67,37,54,91,-32.5327754,115.7633713,ROOFTOP,Western Australia,"110 Lakes Rd, Mandurah WA 6210, Australia",ChIJN7Bi7Pt7MioRsCPxGLbwBA8
"Perth Children's Hospital Hospital,","Perth Children's Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,88,63,63,95,-31.9699544,115.8167265,ROOFTOP,Western Australia,"15 Hospital Ave, Nedlands WA 6009, Australia",ChIJMf6vTeOkMioRM7LwrFOzhx4
"Rockingham General Hospital Hospital,","Rockingham General Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,82,42,62,90,-32.2919101,115.7706868,GEOMETRIC_CENTER,Australia,"Elanora Dr, Cooloongup WA 6168, Australia",ChIJcxvPvKKEMioRPzeHu0dDrbE
"Royal Perth Hospital Wellington Street Campus Hospital,","Royal Perth Hospital Wellington Street Campus Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,79,34,56,88,-31.9537557,115.8663522,GEOMETRIC_CENTER,Australia,"Victoria Square, Perth WA 6000, Australia",ChIJLYuB1ya7MioREZzrQ6R62zE
